airplaneID AirlineID fromAirport toAirport
15759 25758 BT MLA RIX
15760 25759 BT MSQ RIX
15761 25760 BT MUC AUH
15762 25761 BT MUC RIX
15763 25762 BT MXP RIX
15764 25763 BT NCE RIX
15765 25764 BT OLB RIX
15766 25765 BT OSL RIX
15767 25766 BT PLQ RIX
15768 25767 BT PRG RIX
15769 25768 BT RIX ABZ
15770 25769 BT RIX AES
15771 25770 BT RIX AMS
15772 25771 BT RIX ARN
15773 25772 BT RIX ATH
15774 25773 BT RIX BCN
15775 25774 BT RIX BGO
15776 25775 BT RIX BLL
15777 25776 BT RIX BRU
15778 25777 BT RIX BUD
15779 25778 BT RIX CDG
15780 25779 BT RIX CPH
15781 25780 BT RIX DME
15782 25781 BT RIX DUS
15783 25782 BT RIX FCO
15784 25783 BT RIX FRA
15785 25784 BT RIX GOT
15786 25785 BT RIX GYD
15787 25786 BT RIX HAM
15788 25787 BT RIX HEL
15789 25788 BT RIX KBP
15790 25789 BT RIX KGD
15791 25790 BT RIX KIV
15792 25791 BT RIX LCA
15793 25792 BT RIX LED
15794 25793 BT RIX LGW
15795 25794 BT RIX MLA
15796 25795 BT RIX MSQ
15797 25796 BT RIX MUC
15798 25797 BT RIX MXP
15799 25798 BT RIX NCE
15800 25799 BT RIX OLB
15801 25800 BT RIX OSL
15802 25801 BT RIX PLQ
15803 25802 BT RIX PRG
15804 25803 BT RIX SAW
15805 25804 BT RIX SVG
15806 25805 BT RIX SVO
15807 25806 BT RIX TAS
15808 25807 BT RIX TBS
15809 25808 BT RIX TKU
15810 25809 BT RIX TLL
15811 25810 BT RIX TLV
15812 25811 BT RIX TXL
15813 25812 BT RIX VCE
15814 25813 BT RIX VIE
15815 25814 BT RIX VKO
15816 25815 BT RIX VNO
15817 25816 BT RIX WAW
15818 25817 BT RIX ZRH
15819 25818 BT SAW RIX
15820 25819 BT SVG RIX
15821 25820 BT SVO RIX
15822 25821 BT TAS RIX
15823 25822 BT TBS RIX
15824 25823 BT TKU RIX
15825 25824 BT TLL RIX
15826 25825 BT TLV RIX
15827 25826 BT TXL RIX
15828 25827 BT VCE RIX
15829 25828 BT VIE RIX
15830 25829 BT VKO RIX
15831 25830 BT VNO BRU
15832 25831 BT VNO RIX
15833 25832 BT WAW RIX
15834 25833 BT ZRH RIX
15835 25834 BU BKY KND
15836 25835 BU BKY KOO
15837 25836 BU BNB MDK
15838 25837 BU BNC BUX
15839 25838 BU BNC GOM
15840 25839 BU BUX BNC
15841 25840 BU BUX GOM
15842 25841 BU BUX IRP
15843 25842 BU FBM FIH
15844 25843 BU FBM JNB
15845 25844 BU FBM KGA
15846 25845 BU FBM MJM
15847 25846 BU FIH BNB
15848 25847 BU FIH FBM
15849 25848 BU FIH FKI
15850 25849 BU FIH KGA
15851 25850 BU FIH KND
15852 25851 BU FIH MDK
15853 25852 BU FIH MJM
15854 25853 BU FIH TSH
15855 25854 BU FKI FIH
15856 25855 BU FKI GOM
15857 25856 BU GMA MDK
15858 25857 BU GOM BKY
15859 25858 BU GOM BNC
15860 25859 BU GOM FKI
15861 25860 BU IRP FKI
15862 25861 BU JNB FBM
15863 25862 BU KGA FBM
15864 25863 BU KGA FIH
15865 25864 BU KGA TSH
15866 25865 BU KND BKY
15867 25866 BU KND FIH
15868 25867 BU KOO FMI
15869 25868 BU LJA FIH
15870 25869 BU MDK FIH
15871 25870 BU MDK GMA
15872 25871 BU MJM FBM
15873 25872 BU MJM FIH
15874 25873 BU TSH FIH
15875 25874 BU TSH KGA
15876 25875 BV BGY TIA
15877 25876 BV BLQ TIA
15878 25877 BV BRI CTA
15879 25878 BV BRI PMO
15880 25879 BV CTA BRI
15881 25880 BV CTA FCO
15882 25881 BV CUN FCO
15883 25882 BV CUN MXP
15884 25883 BV CYO MXP
15885 25884 BV DME FCO
15886 25885 BV FCO CTA
15887 25886 BV FCO DME
15888 25887 BV FCO HAV
15889 25888 BV FCO LRM
15890 25889 BV FCO MXP
15891 25890 BV FCO PMO
15892 25891 BV FCO REG
15893 25892 BV FCO TIA
15894 25893 BV FCO TRN
15895 25894 BV HAV CUN
15896 25895 BV HAV CYO
15897 25896 BV HAV HOG
15898 25897 BV HAV MXP
15899 25898 BV HAV SCU
15900 25899 BV HOG MXP
15901 25900 BV LIN REG
15902 25901 BV LRM FCO
15903 25902 BV LRM MXP
15904 25903 BV MXP CUN
15905 25904 BV MXP FCO
15906 25905 BV MXP HAV
15907 25906 BV MXP LRM
15908 25907 BV MXP TIA
15909 25908 BV PMO BRI
15910 25909 BV PMO FCO
15911 25910 BV PSA TIA
15912 25911 BV REG FCO
15913 25912 BV REG LIN
15914 25913 BV SCU FCO
15915 25914 BV TIA BGY
15916 25915 BV TIA BLQ
15917 25916 BV TIA FCO
15918 25917 BV TIA MXP
15919 25918 BV TIA PSA
15920 25919 BV TIA VCE
15921 25920 BV TIA VRN
15922 25921 BV TRN FCO
15923 25922 BV VCE TIA
15924 25923 BV VRN TIA
15925 25924 BW ANU BGI
15926 25925 BW ANU KIN
15927 25926 BW BGI ANU
15928 25927 BW BGI KIN
15929 25928 BW BGI POS
15930 25929 BW BGI SXM
15931 25930 BW CCS POS
15932 25931 BW FLL KIN
15933 25932 BW FLL MBJ
15934 25933 BW FLL POS
15935 25934 BW GEO JFK
15936 25935 BW GEO POS
15937 25936 BW GEO YYZ
15938 25937 BW GND JFK
15939 25938 BW GND POS
15940 25939 BW GND YYZ
15941 25940 BW JFK GEO
15942 25941 BW JFK GND
15943 25942 BW JFK KIN
15944 25943 BW JFK MBJ
15945 25944 BW JFK POS
15946 25945 BW JFK TAB
15947 25946 BW KIN ANU
15948 25947 BW KIN BGI
15949 25948 BW KIN FLL
15950 25949 BW KIN JFK
15951 25950 BW KIN MBJ
15952 25951 BW KIN MCO
15953 25952 BW KIN NAS
15954 25953 BW KIN POS
15955 25954 BW KIN SXM
15956 25955 BW KIN YYZ
15957 25956 BW LGW POS
15958 25957 BW MBJ FLL
15959 25958 BW MBJ JFK
15960 25959 BW MBJ KIN
15961 25960 BW MCO KIN
15962 25961 BW MCO POS
15963 25962 BW MIA POS
15964 25963 BW NAS KIN
15965 25964 BW PBM POS
15966 25965 BW POS BGI
15967 25966 BW POS CCS
15968 25967 BW POS FLL
15969 25968 BW POS GEO
15970 25969 BW POS GND
15971 25970 BW POS JFK
15972 25971 BW POS KIN
15973 25972 BW POS LGW
15974 25973 BW POS MCO
15975 25974 BW POS MIA
15976 25975 BW POS PBM
15977 25976 BW POS SLU
15978 25977 BW POS TAB
15979 25978 BW POS YYZ
15980 25979 BW SLU POS
15981 25980 BW SXM BGI
15982 25981 BW SXM KIN
15983 25982 BW TAB JFK
15984 25983 BW TAB POS
15985 25984 BW YYZ GEO
15986 25985 BW YYZ GND
15987 25986 BW YYZ KIN
15988 25987 BW YYZ POS
15989 25988 BX CEB PUS
15990 25989 BX CSX PUS
15991 25990 BX FUK PUS
15992 25991 BX HKG PUS
15993 25992 BX KHH PUS
15994 25993 BX KIX PUS
15995 25994 BX MFM PUS
15996 25995 BX NRT PUS
15997 25996 BX PUS CEB
15998 25997 BX PUS CSX
15999 25998 BX PUS FUK
16000 25999 BX PUS HKG
16001 26000 BX PUS KHH
16002 26001 BX PUS KIX
16003 26002 BX PUS MFM
16004 26003 BX PUS NRT
16005 26004 BX PUS REP
16006 26005 BX PUS TAO
16007 26006 BX PUS TPE
16008 26007 BX PUS TYN
16009 26008 BX PUS WUH
16010 26009 BX PUS XIY
16011 26010 BX REP PUS
16012 26011 BX TAO PUS
16013 26012 BX TPE PUS
16014 26013 BX TYN PUS
16015 26014 BX WUH PUS
16016 26015 BX XIY PUS
16017 26016 C8 BSG COO
16018 26017 C8 BSG SSG
16019 26018 C8 COO BSG
16020 26019 C8 COO SSG
16021 26020 C8 DLA SSG
16022 26021 C8 SSG BSG
16023 26022 C8 SSG COO
16024 26023 C8 SSG DLA
16025 26024 CA ADD CAN
16026 26025 CA ADD PEK
16027 26026 CA AKL PVG
16028 26027 CA AKU CTU
16029 26028 CA ARN GOT
16030 26029 CA ARN GVA
16031 26030 CA ARN HEL
16032 26031 CA ARN PEK
16033 26032 CA ARN TMP
16034 26033 CA ARN VAA
16035 26034 CA ATH MUC
16036 26035 CA ATL IAH
16037 26036 CA BAV CAN
16038 26037 CA BAV PEK
16039 26038 CA BAV TSN
16040 26039 CA BAV TYN
16041 26040 CA BCN VIE
16042 26041 CA BHY HGH
16043 26042 CA BHY PEK
16044 26043 CA BKK PEK
16045 26044 CA BKK SZX
16046 26045 CA BOM CTU
16047 26046 CA BPX CTU
16048 26047 CA CAI CAN
16049 26048 CA CAI PEK
16050 26049 CA CAN ADD
16051 26050 CA CAN BAV
16052 26051 CA CAN CAI
16053 26052 CA CAN CGO
16054 26053 CA CAN CGQ
16055 26054 CA CAN CKG
16056 26055 CA CAN CTU
16057 26056 CA CAN CZX
16058 26057 CA CAN DAX
16059 26058 CA CAN GYS
16060 26059 CA CAN HAK
16061 26060 CA CAN HET
16062 26061 CA CAN HFE
16063 26062 CA CAN HGH
16064 26063 CA CAN HRB
16065 26064 CA CAN HYN
16066 26065 CA CAN IST
16067 26066 CA CAN JDZ
16068 26067 CA CAN JJN
16069 26068 CA CAN JZH
16070 26069 CA CAN KHN
16071 26070 CA CAN KMG
16072 26071 CA CAN KWE
16073 26072 CA CAN LYI
16074 26073 CA CAN LZO
16075 26074 CA CAN NKG
16076 26075 CA CAN NNG
16077 26076 CA CAN NRT
16078 26077 CA CAN NTG
16079 26078 CA CAN PEK
16080 26079 CA CAN PVG
16081 26080 CA CAN SHA
16082 26081 CA CAN SHE
16083 26082 CA CAN TAO
16084 26083 CA CAN TNA
16085 26084 CA CAN TSN
16086 26085 CA CAN WNZ
16087 26086 CA CAN WUH
16088 26087 CA CAN WUS
16089 26088 CA CAN WUX
16090 26089 CA CAN WXN
16091 26090 CA CAN XIY
16092 26091 CA CAN XMN
16093 26092 CA CAN YBP
16094 26093 CA CAN YCU
16095 26094 CA CAN YNT
16096 26095 CA CDG PEK
16097 26096 CA CDG PVG
16098 26097 CA CGK XMN
16099 26098 CA CGO CAN
16100 26099 CA CGO CKG
16101 26100 CA CGO CTU
16102 26101 CA CGO DLC
16103 26102 CA CGO HAK
16104 26103 CA CGO HGH
16105 26104 CA CGO HRB
16106 26105 CA CGO KMG
16107 26106 CA CGO KWE
16108 26107 CA CGO KWL
16109 26108 CA CGO LHW
16110 26109 CA CGO MFM
16111 26110 CA CGO MIG
16112 26111 CA CGO NNG
16113 26112 CA CGO PEK
16114 26113 CA CGO SHE
16115 26114 CA CGO SZX
16116 26115 CA CGO TAO
16117 26116 CA CGO TNA
16118 26117 CA CGO TSN
16119 26118 CA CGO URC
16120 26119 CA CGO XMN
16121 26120 CA CGO XNN
16122 26121 CA CGQ CAN
16123 26122 CA CGQ CTU
16124 26123 CA CGQ INC
16125 26124 CA CGQ NKG
16126 26125 CA CGQ PEK
16127 26126 CA CGQ SZX
16128 26127 CA CGQ TAO
16129 26128 CA CGQ TNA
16130 26129 CA CGQ WUH
16131 26130 CA CGQ YNT
16132 26131 CA CHG PEK
16133 26132 CA CIF PEK
16134 26133 CA CIH CTU
16135 26134 CA CJJ PEK
16136 26135 CA CKG CAN
16137 26136 CA CKG CGO
16138 26137 CA CKG HGH
16139 26138 CA CKG HKG
16140 26139 CA CKG ICN
16141 26140 CA CKG INC
16142 26141 CA CKG JZH
16143 26142 CA CKG KMG
16144 26143 CA CKG KWE
16145 26144 CA CKG KWL
16146 26145 CA CKG LJG
16147 26146 CA CKG LXA
16148 26147 CA CKG MFM
16149 26148 CA CKG NKG
16150 26149 CA CKG PEK
16151 26150 CA CKG PVG
16152 26151 CA CKG SHA
16153 26152 CA CKG SJW
16154 26153 CA CKG SZX
16155 26154 CA CKG TAO
16156 26155 CA CKG TNA
16157 26156 CA CKG TPE
16158 26157 CA CKG TSN
16159 26158 CA CKG URC
16160 26159 CA CKG WNZ
16161 26160 CA CKG WUH
16162 26161 CA CKG WUS
16163 26162 CA CKG WUX
16164 26163 CA CKG XIY
16165 26164 CA CKG XMN
16166 26165 CA CKG YTY
16167 26166 CA CKG ZUH
16168 26167 CA CNX PEK
16169 26168 CA CNX WUH
16170 26169 CA CPH FRA
16171 26170 CA CPH GVA
16172 26171 CA CPH PEK
16173 26172 CA CSX CTU
16174 26173 CA CSX HFE
16175 26174 CA CSX KMG
16176 26175 CA CSX PEK
16177 26176 CA CSX TNA
16178 26177 CA CSX TSN
16179 26178 CA CSX XMN
16180 26179 CA CTS PEK
16181 26180 CA CTU AKU
16182 26181 CA CTU BOM
16183 26182 CA CTU BPX
16184 26183 CA CTU CAN
16185 26184 CA CTU CGO
16186 26185 CA CTU CGQ
16187 26186 CA CTU CIH
16188 26187 CA CTU CSX
16189 26188 CA CTU CZX
16190 26189 CA CTU DCY
16191 26190 CA CTU FOC
16192 26191 CA CTU FRA
16193 26192 CA CTU HAK
16194 26193 CA CTU HET
16195 26194 CA CTU HFE
16196 26195 CA CTU HGH
16197 26196 CA CTU HKG
16198 26197 CA CTU HRB
16199 26198 CA CTU ICN
16200 26199 CA CTU INC
16201 26200 CA CTU JDZ
16202 26201 CA CTU JZH
16203 26202 CA CTU KHG
16204 26203 CA CTU KHI
16205 26204 CA CTU KHN
16206 26205 CA CTU KMG
16207 26206 CA CTU KRL
16208 26207 CA CTU KTM
16209 26208 CA CTU KWE
16210 26209 CA CTU KWL
16211 26210 CA CTU LHW
16212 26211 CA CTU LJG
16213 26212 CA CTU LXA
16214 26213 CA CTU LZY
16215 26214 CA CTU MFM
16216 26215 CA CTU NGB
16217 26216 CA CTU NKG
16218 26217 CA CTU NNG
16219 26218 CA CTU NRT
16220 26219 CA CTU PEK
16221 26220 CA CTU PVG
16222 26221 CA CTU PZI
16223 26222 CA CTU SHA
16224 26223 CA CTU SHE
16225 26224 CA CTU SIN
16226 26225 CA CTU SWA
16227 26226 CA CTU SYX
16228 26227 CA CTU SZX
16229 26228 CA CTU TAO
16230 26229 CA CTU TNA
16231 26230 CA CTU TPE
16232 26231 CA CTU TSN
16233 26232 CA CTU TYN
16234 26233 CA CTU URC
16235 26234 CA CTU UYN
16236 26235 CA CTU WNZ
16237 26236 CA CTU WUH
16238 26237 CA CTU WUX
16239 26238 CA CTU XIC
16240 26239 CA CTU XIY
16241 26240 CA CTU XMN
16242 26241 CA CTU XNN
16243 26242 CA CTU YCU
16244 26243 CA CTU YIN
16245 26244 CA CTU YIW
16246 26245 CA CTU YNT
16247 26246 CA CTU ZHA
16248 26247 CA CTU ZUH
16249 26248 CA CUN IAH
16250 26249 CA CZX CAN
16251 26250 CA CZX CTU
16252 26251 CA CZX HRB
16253 26252 CA CZX PEK
16254 26253 CA CZX SHE
16255 26254 CA CZX SZX
16256 26255 CA DAT PEK
16257 26256 CA DAX CAN
16258 26257 CA DAX KMG
16259 26258 CA DAX PEK
16260 26259 CA DAX SZX
16261 26260 CA DCY CTU
16262 26261 CA DDG PEK
16263 26262 CA DEL PEK
16264 26263 CA DLC CGO
16265 26264 CA DLC FUK
16266 26265 CA DLC HFE
16267 26266 CA DLC HGH
16268 26267 CA DLC HIJ
16269 26268 CA DLC HKG
16270 26269 CA DLC HRB
16271 26270 CA DLC ICN
16272 26271 CA DLC KIX
16273 26272 CA DLC NKG
16274 26273 CA DLC NRT
16275 26274 CA DLC NTG
16276 26275 CA DLC PEK
16277 26276 CA DLC PVG
16278 26277 CA DLC SZX
16279 26278 CA DLC TAO
16280 26279 CA DLC TNA
16281 26280 CA DLC TSN
16282 26281 CA DLC TYN
16283 26282 CA DLC WUX
16284 26283 CA DLC XIY
16285 26284 CA DQA PEK
16286 26285 CA DSN PEK
16287 26286 CA DSN TYN
16288 26287 CA DUS PEK
16289 26288 CA DXB PEK
16290 26289 CA DYG PEK
16291 26290 CA EWR PEK
16292 26291 CA EWR PVG
16293 26292 CA FCO PEK
16294 26293 CA FNJ PEK
16295 26294 CA FOC CTU
16296 26295 CA FOC HAK
16297 26296 CA FOC JDZ
16298 26297 CA FOC KWL
16299 26298 CA FOC NKG
16300 26299 CA FOC PEK
16301 26300 CA FOC TNA
16302 26301 CA FOC WUX
16303 26302 CA FOC ZUH
16304 26303 CA FRA CPH
16305 26304 CA FRA CTU
16306 26305 CA FRA NKG
16307 26306 CA FRA PEK
16308 26307 CA FRA PVG
16309 26308 CA FRA SHE
16310 26309 CA FUG PEK
16311 26310 CA FUK DLC
16312 26311 CA FUK PVG
16313 26312 CA GMP PEK
16314 26313 CA GOT ARN
16315 26314 CA GRU MAD
16316 26315 CA GVA ARN
16317 26316 CA GVA CPH
16318 26317 CA GVA PEK
16319 26318 CA GYS CAN
16320 26319 CA GYS HGH
16321 26320 CA GYS PEK
16322 26321 CA GYS SZX
16323 26322 CA HAK CAN
16324 26323 CA HAK CGO
16325 26324 CA HAK CTU
16326 26325 CA HAK FOC
16327 26326 CA HAK HGH
16328 26327 CA HAK NKG
16329 26328 CA HAK PEK
16330 26329 CA HAK SZX
16331 26330 CA HAK TSN
16332 26331 CA HEL ARN
16333 26332 CA HEL PEK
16334 26333 CA HEL PVG
16335 26334 CA HET CAN
16336 26335 CA HET CTU
16337 26336 CA HET HGH
16338 26337 CA HET HLD
16339 26338 CA HET PEK
16340 26339 CA HET PVG
16341 26340 CA HET SHE
16342 26341 CA HET TNA
16343 26342 CA HET TPE
16344 26343 CA HET TSN
16345 26344 CA HET WUH
16346 26345 CA HFE CAN
16347 26346 CA HFE CSX
16348 26347 CA HFE CTU
16349 26348 CA HFE DLC
16350 26349 CA HFE ICN
16351 26350 CA HFE KWE
16352 26351 CA HFE MFM
16353 26352 CA HFE PEK
16354 26353 CA HFE SZX
16355 26354 CA HFE TAO
16356 26355 CA HFE XMN
16357 26356 CA HGH BHY
16358 26357 CA HGH CAN
16359 26358 CA HGH CGO
16360 26359 CA HGH CKG
16361 26360 CA HGH CTU
16362 26361 CA HGH DLC
16363 26362 CA HGH GYS
16364 26363 CA HGH HAK
16365 26364 CA HGH HET
16366 26365 CA HGH HKG
16367 26366 CA HGH ICN
16368 26367 CA HGH INC
16369 26368 CA HGH JJN
16370 26369 CA HGH KIX
16371 26370 CA HGH KMG
16372 26371 CA HGH KWE
16373 26372 CA HGH KWL
16374 26373 CA HGH LHW
16375 26374 CA HGH LJG
16376 26375 CA HGH MFM
16377 26376 CA HGH NNG
16378 26377 CA HGH NRT
16379 26378 CA HGH PEK
16380 26379 CA HGH PUS
16381 26380 CA HGH SHE
16382 26381 CA HGH SZX
16383 26382 CA HGH TAO
16384 26383 CA HGH TNA
16385 26384 CA HGH TPE
16386 26385 CA HGH XIY
16387 26386 CA HGH XMN
16388 26387 CA HGH YCU
16389 26388 CA HGH YNT
16390 26389 CA HIJ DLC
16391 26390 CA HKG CKG
16392 26391 CA HKG CTU
16393 26392 CA HKG DLC
16394 26393 CA HKG HGH
16395 26394 CA HKG PEK
16396 26395 CA HKG TSN
16397 26396 CA HKG WUH
16398 26397 CA HKT PEK
16399 26398 CA HLD HET
16400 26399 CA HLD HTA
16401 26400 CA HLD PEK
16402 26401 CA HLH PEK
16403 26402 CA HMI KRL
16404 26403 CA HMI PEK
16405 26404 CA HND PEK
16406 26405 CA HND SHA
16407 26406 CA HNL PEK
16408 26407 CA HRB CAN
16409 26408 CA HRB CGO
16410 26409 CA HRB CTU
16411 26410 CA HRB CZX
16412 26411 CA HRB DLC
16413 26412 CA HRB PEK
16414 26413 CA HRB SZX
16415 26414 CA HRB TAO
16416 26415 CA HRB TNA
16417 26416 CA HRB TSN
16418 26417 CA HRB TYN
16419 26418 CA HRB XIY
16420 26419 CA HRB YNT
16421 26420 CA HSN JJN
16422 26421 CA HTA HLD
16423 26422 CA HTN URC
16424 26423 CA HYN CAN
16425 26424 CA HYN PEK
16426 26425 CA HYN SZX
16427 26426 CA HYN ZUH
16428 26427 CA IAD PEK
16429 26428 CA IAH ATL
16430 26429 CA IAH CUN
16431 26430 CA IAH MEX
16432 26431 CA IAH PEK
16433 26432 CA ICN CKG
16434 26433 CA ICN CTU
16435 26434 CA ICN DLC
16436 26435 CA ICN HFE
16437 26436 CA ICN HGH
16438 26437 CA ICN PEK
16439 26438 CA ICN TAO
16440 26439 CA ICN TNA
16441 26440 CA ICN TSN
16442 26441 CA ICN YNJ
16443 26442 CA ICN YNT
16444 26443 CA INC CGQ
16445 26444 CA INC CKG
16446 26445 CA INC CTU
16447 26446 CA INC HGH
16448 26447 CA INC PEK
16449 26448 CA INC PVG
16450 26449 CA INC SJW
16451 26450 CA INC TNA
16452 26451 CA INC URC
16453 26452 CA INC WUH
16454 26453 CA INC XIY
16455 26454 CA INC XNN
16456 26455 CA IST CAN
16457 26456 CA IST PEK
16458 26457 CA IST PVG
16459 26458 CA JDZ CAN
16460 26459 CA JDZ CTU
16461 26460 CA JDZ FOC
16462 26461 CA JDZ PEK
16463 26462 CA JDZ SHA
16464 26463 CA JDZ SZX
16465 26464 CA JDZ XIY
16466 26465 CA JDZ XMN
16467 26466 CA JFK PEK
16468 26467 CA JGS PEK
16469 26468 CA JIU PEK
16470 26469 CA JIU XMN
16471 26470 CA JJN CAN
16472 26471 CA JJN HGH
16473 26472 CA JJN HSN
16474 26473 CA JJN PVG
16475 26474 CA JJN SZX
16476 26475 CA JMU PEK
16477 26476 CA JNZ TAO
16478 26477 CA JUZ SZX
16479 26478 CA JUZ XMN
16480 26479 CA JZH CAN
16481 26480 CA JZH CKG
16482 26481 CA JZH CTU
16483 26482 CA JZH PVG
16484 26483 CA KHG CTU
16485 26484 CA KHG URC
16486 26485 CA KHI CTU
16487 26486 CA KHN CAN
16488 26487 CA KHN CTU
16489 26488 CA KHN KWE
16490 26489 CA KHN PEK
16491 26490 CA KHN PVG
16492 26491 CA KHN SZX
16493 26492 CA KHN TAO
16494 26493 CA KHN TNA
16495 26494 CA KHN ZUH
16496 26495 CA KIX DLC
16497 26496 CA KIX HGH
16498 26497 CA KIX PEK
16499 26498 CA KIX PVG
16500 26499 CA KIX TAO
16501 26500 CA KIX TNA
16502 26501 CA KMG CAN
16503 26502 CA KMG CGO
16504 26503 CA KMG CKG
16505 26504 CA KMG CSX
16506 26505 CA KMG CTU
16507 26506 CA KMG DAX
16508 26507 CA KMG HGH
16509 26508 CA KMG KWE
16510 26509 CA KMG NKG
16511 26510 CA KMG PEK
16512 26511 CA KMG PVG
16513 26512 CA KMG RGN
16514 26513 CA KMG SZX
16515 26514 CA KMG TNA
16516 26515 CA KMG TSN
16517 26516 CA KMG TYN
16518 26517 CA KMG WNZ
16519 26518 CA KMG WUH
16520 26519 CA KMG XMN
16521 26520 CA KMG YCU
16522 26521 CA KOW PEK
16523 26522 CA KRL CTU
16524 26523 CA KRL HMI
16525 26524 CA KTM CTU
16526 26525 CA KTM LXA
16527 26526 CA KWE CAN
16528 26527 CA KWE CGO
16529 26528 CA KWE CKG
16530 26529 CA KWE CTU
16531 26530 CA KWE HFE
16532 26531 CA KWE HGH
16533 26532 CA KWE KHN
16534 26533 CA KWE KMG
16535 26534 CA KWE NKG
16536 26535 CA KWE PEK
16537 26536 CA KWE PVG
16538 26537 CA KWE SHA
16539 26538 CA KWE SZX
16540 26539 CA KWE TNA
16541 26540 CA KWE WNZ
16542 26541 CA KWE WUH
16543 26542 CA KWE XIY
16544 26543 CA KWE XMN
16545 26544 CA KWE ZUH
16546 26545 CA KWL CGO
16547 26546 CA KWL CKG
16548 26547 CA KWL CTU
16549 26548 CA KWL FOC
16550 26549 CA KWL HGH
16551 26550 CA KWL NGB
16552 26551 CA KWL NKG
16553 26552 CA KWL PEK
16554 26553 CA KWL PVG
16555 26554 CA KWL SZX
16556 26555 CA KWL XIY
16557 26556 CA KWL XMN
16558 26557 CA LAX PEK
16559 26558 CA LAX PVG
16560 26559 CA LGW PEK
16561 26560 CA LHR PEK
16562 26561 CA LHR PVG
16563 26562 CA LHW CGO
16564 26563 CA LHW CTU
16565 26564 CA LHW HGH
16566 26565 CA LHW PEK
16567 26566 CA LHW TNA
16568 26567 CA LHW TYN
16569 26568 CA LHW URC
16570 26569 CA LHW XIY
16571 26570 CA LHW YCU
16572 26571 CA LJG CKG
16573 26572 CA LJG CTU
16574 26573 CA LJG HGH
16575 26574 CA LJG PEK
16576 26575 CA LXA CKG
16577 26576 CA LXA CTU
16578 26577 CA LXA KTM
16579 26578 CA LXA PEK
16580 26579 CA LYI CAN
16581 26580 CA LYI SHE
16582 26581 CA LZH PEK
16583 26582 CA LZO CAN
16584 26583 CA LZY CTU
16585 26584 CA MAD GRU
16586 26585 CA MAD PEK
16587 26586 CA MDG PEK
16588 26587 CA MEL PVG
16589 26588 CA MEX IAH
16590 26589 CA MFM CGO
16591 26590 CA MFM CKG
16592 26591 CA MFM CTU
16593 26592 CA MFM HFE
16594 26593 CA MFM HGH
16595 26594 CA MFM NGB
16596 26595 CA MFM NKG
16597 26596 CA MFM NNG
16598 26597 CA MFM PEK
16599 26598 CA MFM PVG
16600 26599 CA MFM SHA
16601 26600 CA MFM SHE
16602 26601 CA MFM TYN
16603 26602 CA MFM WUH
16604 26603 CA MFM XMN
16605 26604 CA MIG CGO
16606 26605 CA MIG PEK
16607 26606 CA MIG SZX
16608 26607 CA MNL PEK
16609 26608 CA MUC ATH
16610 26609 CA MUC PEK
16611 26610 CA MUC PVG
16612 26611 CA MWX PEK
16613 26612 CA MXP PEK
16614 26613 CA MXP PVG
16615 26614 CA NDG PEK
16616 26615 CA NGB CTU
16617 26616 CA NGB KWL
16618 26617 CA NGB MFM
16619 26618 CA NGB PEK
16620 26619 CA NGB TAO
16621 26620 CA NGO PEK
16622 26621 CA NGO PVG
16623 26622 CA NKG CAN
16624 26623 CA NKG CGQ
16625 26624 CA NKG CKG
16626 26625 CA NKG CTU
16627 26626 CA NKG DLC
16628 26627 CA NKG FOC
16629 26628 CA NKG FRA
16630 26629 CA NKG HAK
16631 26630 CA NKG KMG
16632 26631 CA NKG KWE
16633 26632 CA NKG KWL
16634 26633 CA NKG MFM
16635 26634 CA NKG NNG
16636 26635 CA NKG PEK
16637 26636 CA NKG SHE
16638 26637 CA NKG SZX
16639 26638 CA NKG TAO
16640 26639 CA NKG TYN
16641 26640 CA NKG XIY
16642 26641 CA NKG XMN
16643 26642 CA NKG YNT
16644 26643 CA NNG CAN
16645 26644 CA NNG CGO
16646 26645 CA NNG CTU
16647 26646 CA NNG HGH
16648 26647 CA NNG MFM
16649 26648 CA NNG NKG
16650 26649 CA NNG PEK
16651 26650 CA NNG SYX
16652 26651 CA NNG SZX
16653 26652 CA NNG WUH
16654 26653 CA NNG XIY
16655 26654 CA NNG XMN
16656 26655 CA NNG ZUH
16657 26656 CA NRT CAN
16658 26657 CA NRT CTU
16659 26658 CA NRT DLC
16660 26659 CA NRT HGH
16661 26660 CA NRT PEK
16662 26661 CA NRT PVG
16663 26662 CA NRT SHE
16664 26663 CA NRT TAO
16665 26664 CA NRT XMN
16666 26665 CA NTG CAN
16667 26666 CA NTG DLC
16668 26667 CA NTG PEK
16669 26668 CA NTG SHE
16670 26669 CA NTG SZX
16671 26670 CA NTG TSN
16672 26671 CA NTG XMN
16673 26672 CA OKA PEK
16674 26673 CA ORD PEK
16675 26674 CA ORD PVG
16676 26675 CA PEK ADD
16677 26676 CA PEK ARN
16678 26677 CA PEK BAV
16679 26678 CA PEK BHY
16680 26679 CA PEK BKK
16681 26680 CA PEK CAI
16682 26681 CA PEK CAN
16683 26682 CA PEK CDG
16684 26683 CA PEK CGO
16685 26684 CA PEK CGQ
16686 26685 CA PEK CHG
16687 26686 CA PEK CIF
16688 26687 CA PEK CJJ
16689 26688 CA PEK CKG
16690 26689 CA PEK CNX
16691 26690 CA PEK CPH
